experience,egg,mandible,hardhat,knight,papillosaur,startLife,hasGlove,hasGlove2,hasBomb,pitfalls,spikes,grass,whiteRock,inside,surface,finished,swordHits,bombUsage,explodeHits,thrownHits,time,dirChange,lifeLost,clangs,uselessKeys,moving,standing,percStanding,avgAggro,killEgg,killMandible,killHardhat,killKnight,free,freezed,grabbing,hurt,stairs,loading,spin,swing,tap,carry,lift,treasure,useItem,falling,backOnFeet,prediction,intention,reported
0,1,0,0,0,0,24,0,0,0,12,20,0,0,1,252,1,3,0,0,0,16,9,4,0,0,6,73,0.92405063291139,0.27848101265823,1,0,0,0,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1.0322,1,2
0,0,1,0,0,0,20,0,0,1,12,20,0,0,1,252,1,3,0,0,0,17,26,2,0,0,9,76,0.89411764705882,0.16470588235294,0,1,0,0,3,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0.5349,1,3
0,0,0,1,0,0,18,0,0,1,12,20,0,0,1,252,1,3,0,0,0,7,7,4,0,0,1,34,0.97142857142857,0.71428571428571,0,0,1,0,5,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2.1225,1,3
0,0,0,0,1,0,12,0,0,1,22,12,0,0,1,228,1,3,0,0,0,10,30,4,1,0,7,38,0.84444444444444,0.44444444444444,0,0,0,1,4,0,0,2,0,0,0,7,0,0,0,0,0,0,0,2.1385,1,3
0,0,1,0,1,0,20,0,0,1,6,8,0,0,1,224,1,6,0,0,0,17,11,6,4,0,4,82,0.95348837209302,0.62790697674419,0,1,0,1,14,0,0,3,0,0,0,18,0,0,0,0,0,0,0,2.4027,3.1385,4
0,1,2,0,0,0,14,0,0,1,6,8,0,0,1,224,1,9,0,0,0,51,34,8,0,0,13,243,0.94921875,0.29296875,1,2,0,0,14,0,0,4,0,0,0,14,0,0,0,0,0,0,0,-1.0984,4.1017,3
0,1,1,1,1,0,6,0,0,1,16,18,0,0,1,256,-1,6,0,0,0,30,32,4,0,0,12,140,0.92105263157895,0.30921052631579,0,1,1,1,8,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0.4305,5.674,4
0,3,1,0,0,0,24,0,0,1,22,6,0,0,1,224,1,12,0,0,0,37,13,10,0,0,5,181,0.97311827956989,0.5752688172043,3,1,0,0,14,0,0,5,0,0,0,10,0,0,0,0,0,0,0,1.3992,5.2899054545455,4
0,0,1,0,0,0,14,0,0,1,2,36,0,0,1,268,1,3,0,0,0,6,3,0,0,0,1,26,0.96296296296296,0.74074074074074,0,1,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1.3809,2.2698297478992,4
0,0,1,1,0,0,14,0,0,1,12,14,0,0,1,192,1,6,0,0,0,17,16,0,0,0,4,82,0.95348837209302,0.55813953488372,0,1,1,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.4937,3.4300534450652,4
0,1,3,1,1,0,14,0,0,1,14,14,0,0,1,228,1,18,0,0,0,48,55,6,3,0,17,223,0.92916666666667,0.59166666666667,1,3,1,1,21,0,0,3,0,0,0,34,0,0,0,0,0,0,0,1.2514,6.4681737588652,2
0,0,2,1,1,0,12,0,0,1,8,38,0,0,1,232,1,12,0,0,0,39,19,6,5,0,13,184,0.93401015228426,0.51269035532995,0,2,1,1,17,0,0,2,0,0,0,29,0,0,0,0,0,0,1,0.6043,5.3332028774035,3
0,0,1,0,0,0,6,0,0,1,8,16,0,0,1,256,1,3,0,0,0,12,12,0,0,0,7,48,0.87272727272727,0.38181818181818,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.7479,2.0879221863731,4
0,0,0,0,0,1,10,0,0,1,0,0,0,0,1,3744,-1,0,0,0,0,11,10,8,0,0,4,48,0.92307692307692,2.6730769230769,0,0,0,0,12,0,0,5,0,0,0,16,0,0,0,0,0,0,0,3.2417,6,4
0,0,0,2,0,0,24,0,0,1,0,0,4,0,0,320,0,3,0,0,0,11,10,2,0,0,31,23,0.42592592592593,0.64814814814815,0,0,1,0,4,0,0,1,0,3,0,5,2,0,0,0,0,0,0,1.9606,3.4299893496458,2
0,0,1,0,2,0,22,0,0,1,0,0,0,0,0,232,0,0,0,0,0,1,1,0,0,0,1,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2711,4.3516957190103,6
