experience,egg,mandible,hardhat,knight,papillosaur,startLife,hasGlove,hasGlove2,hasBomb,pitfalls,spikes,grass,whiteRock,inside,surface,finished,swordHits,bombUsage,explodeHits,thrownHits,time,dirChange,lifeLost,clangs,uselessKeys,moving,standing,percStanding,avgAggro,killEgg,killMandible,killHardhat,killKnight,free,freezed,grabbing,hurt,stairs,loading,spin,swing,tap,carry,lift,treasure,useItem,falling,backOnFeet,prediction,intention,reported
2,1,0,0,0,0,24,0,0,0,0,0,0,0,0,120,1,3,0,0,0,5,4,2,0,0,9,11,0.55,0.6,1,0,0,0,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,2.4894,1,1
2,0,1,0,0,0,22,0,0,0,0,0,0,0,0,128,1,3,0,0,0,6,8,4,0,0,16,14,0.46666666666667,0.76666666666667,0,1,0,0,3,0,0,2,0,0,0,15,0,0,0,0,0,0,0,3.1137,1,1
2,0,0,1,0,0,18,0,0,0,0,0,0,0,0,132,1,3,0,0,0,7,3,2,0,0,13,20,0.60606060606061,0.63636363636364,0,0,1,0,5,0,0,1,0,0,0,11,0,0,0,0,0,0,0,2.2885,1,2
2,0,0,0,1,0,16,0,0,0,0,0,0,0,0,96,1,3,0,0,0,3,0,2,0,0,5,12,0.70588235294118,0.70588235294118,0,0,0,1,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,2.4625,1,1
2,0,0,1,0,0,14,0,0,0,0,0,4,0,0,292,1,3,0,0,0,10,13,2,0,0,30,19,0.38775510204082,0.61224489795918,0,0,1,0,8,0,0,1,0,0,0,11,0,0,0,0,0,0,0,2.3154,2.2885,1
2,0,1,0,0,0,12,0,0,0,0,0,0,4,0,328,1,3,0,0,0,5,4,0,0,0,16,13,0.44827586206897,0.62068965517241,0,1,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1.8954,3.1137,1
2,0,0,1,2,0,12,1,0,0,0,0,0,4,0,328,1,9,0,0,0,15,10,4,3,0,27,47,0.63513513513514,1.0135135135135,0,0,1,2,9,0,0,2,0,0,0,29,0,0,0,0,0,0,0,3.794,4.46955,2
2,0,1,3,1,0,8,1,0,0,0,0,4,0,0,300,1,15,0,0,0,36,50,0,0,0,74,108,0.59340659340659,0.57692307692308,0,1,3,1,23,0,0,2,0,0,0,43,0,0,0,0,0,0,0,3.7211,5.5403289473684,3
2,0,0,1,0,0,8,1,0,0,0,0,4,0,0,252,1,3,0,0,0,7,5,2,0,0,12,22,0.64705882352941,0.67647058823529,0,0,1,0,7,0,0,1,0,0,0,7,0,0,0,0,0,0,0,2.0699,2.0871084057971,2
2,0,1,3,0,0,6,1,0,0,0,0,0,0,0,304,1,12,0,0,0,16,12,2,0,0,32,43,0.57333333333333,1.3466666666667,0,1,3,0,14,0,0,1,0,0,0,20,0,0,0,0,0,0,0,3.5274,3.1497276150628,3
2,2,1,0,1,0,8,1,0,0,0,0,0,0,0,220,1,12,0,0,0,18,16,2,1,0,28,62,0.68888888888889,0.95555555555556,2,1,0,1,7,0,0,1,0,0,0,35,0,0,0,0,0,0,0,3.6343,4.493716,3
2,2,2,3,1,0,6,1,0,0,30,8,4,0,1,252,-1,8,0,0,0,8,6,4,4,0,13,22,0.62857142857143,4.8571428571429,0,0,1,0,6,0,0,2,0,0,0,15,0,0,0,0,0,1,1,3.7245,5.2275577014925,3
2,2,5,1,1,0,24,1,0,0,2,20,0,4,1,256,1,27,0,0,0,28,21,10,1,0,30,110,0.78571428571429,1.5142857142857,2,5,1,1,13,0,0,5,0,0,0,71,0,0,0,0,0,0,0,8.3003,6.1113838175201,4
2,0,0,0,0,0,14,1,0,0,12,4,4,0,1,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3787,2.0899634837651,1
2,1,0,0,1,0,14,1,0,0,12,14,0,0,1,240,1,6,0,0,0,18,15,-2,10,0,25,66,0.72527472527473,0.73626373626374,1,0,0,1,7,0,0,1,0,0,0,38,0,0,0,0,0,0,0,2.6591,3.8056876879547,2
2,2,0,0,1,0,20,1,0,1,12,14,0,0,1,240,1,9,0,0,0,7,2,0,0,0,6,25,0.80645161290323,1.9032258064516,2,0,0,1,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2.7698,4.8501627492104,3
2,1,0,2,1,0,20,1,0,1,12,14,0,0,1,240,1,12,0,0,0,19,17,4,0,0,19,71,0.78888888888889,1.1555555555556,1,0,2,1,13,0,0,2,0,0,0,26,0,0,0,0,0,0,0,3.5204,5.8830885268549,3
2,0,0,0,0,0,16,1,0,1,20,4,4,0,1,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3787,2.0278202028779,2
2,0,0,0,0,0,20,1,0,1,12,10,0,0,1,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3787,1.9522294128764,1
2,1,0,1,1,0,20,1,0,1,32,4,0,0,1,212,1,9,0,0,0,14,16,2,0,0,20,49,0.71014492753623,0.84057971014493,1,0,1,1,9,0,0,1,0,0,0,14,0,0,0,0,0,0,0,2.6232,4.8492376213144,3
